Train Loss,Val Loss
1.1221214582622914,1.3175563742757233
0.8700614618256564,0.9184610431296295
0.8318090829959037,0.852044104214836
0.7231866964951286,0.7926369050116919
0.7176546392350724,0.7637647310780646
0.6023779070466686,0.7002581883178761
0.6629837018305543,0.6064698905972401
0.7324682308178967,0.8239495042134939
0.645704379673464,0.5458345141737379
0.7023387928063738,0.6712988848794923
0.6047797352285084,0.5899890986461741
0.5693416407467097,0.5951036479158204
0.5365692473478282,0.6024019069091465
0.6211655294009806,0.6074058048057639
0.50915953342627,0.6175993607152229
0.5174378259734401,0.5753215840025241
0.48833657823833104,0.5592521786560912
0.4787690729606464,0.5367981057573428
0.49753561089383697,0.5534984567473751
0.4825709620709571,0.6317879841448193
0.4418786982135774,0.5988284679791622
0.48057823921070325,0.5931259370633589
0.4642763616511568,0.6126273337455299
0.44662842794079244,0.5804461910435494
0.45752235705035404,0.5877627260354884
0.4590297703947925,0.5657200127343325
0.4490661222109569,0.5625043880188972
0.44821964019308785,0.5810083913349092
0.4416617960235519,0.6081373139655074
0.45315387924707795,0.6158139575414765
0.4480557639561135,0.5527904261451367
0.4639779866418376,0.580382665022037
0.4249313180227627,0.5853198546707669
0.44008168889152205,0.6068088267370976
0.44831591937501447,0.597711215354753
0.47982914060262283,0.5830533766646233
0.44336234507782957,0.5876594019281195
0.4564585525943349,0.6114372223293371
0.4540370189396036,0.5529985953032857
0.4534849731830133,0.5956322749752702
0.4373963880023232,0.60740817779617
0.4512979544332083,0.5783550198644054
0.430450085438831,0.5785564251284564
0.44123265530762246,0.5694330752211176
0.4370885518664415,0.5712621541105228
0.4517131556259433,0.5573994215146466
0.466520367244832,0.5899675343355183
0.45400778738726055,0.5656573405912029
0.4694714983432913,0.5613121365241818
0.45360140360976675,0.5662807191460105
